% # of blocks, # of connections, # maximum delay
14,14,151
% block no, block name, core, start time, end time
0,Fibonacci_Abs,0,109,139
1,Fibonacci_Add,1,48,63
2,Fibonacci_Divide,0,68,93
3,Fibonacci_Fn,1,34,48
4,Fibonacci_Fn,1,76,89
5,Fibonacci_Fn_1,1,0,13
6,Fibonacci_Fn_1,1,63,76
7,Fibonacci_Gain,0,139,155
8,Fibonacci_Golden_ratio,0,0,13
9,Fibonacci_Out1,1,63,63
10,Fibonacci_Saturation,1,13,34
11,Fibonacci_Subtract,0,93,109
12,Fibonacci_approximate_golden_ratio,0,93,93
13,Fibonacci_error,0,151,151
% initial block, terminal block
0,5
1,3
2,9
2,10
3,1
3,2
3,4
3,7
4,1
4,8
5,11
6,9
8,2
9,0
